,Family,Virus,Abbreviation,Species,Probe,Accession,Identifier,Strand
CM014230.1-3GGI9T,Deltaretrovirus,Bovine Leukemia virus,BLV,Rhinolophus_ferrumequinum,POL,CM014230.1,3GGI9T,+
CM014230.1-M68ZE6,Deltaretrovirus,Bovine Leukemia virus,BLV,Rhinolophus_ferrumequinum,POL,CM014230.1,M68ZE6,+
CM014230.1-SEX3XI,Deltaretrovirus,Bovine Leukemia virus,BLV,Rhinolophus_ferrumequinum,POL,CM014230.1,SEX3XI,-
CM014230.1-J4876L,Deltaretrovirus,Bovine Leukemia virus,BLV,Rhinolophus_ferrumequinum,POL,CM014230.1,J4876L,-
CM014231.1-M9JYLC,Betaretrovirus,Jaagsiekte sheep retrovirus,JSRV,Rhinolophus_ferrumequinum,POL,CM014231.1,M9JYLC,-
RXPC01000012.1-H4HKXB,Deltaretrovirus,Bovine Leukemia virus,BLV,Rhinolophus_ferrumequinum,POL,RXPC01000012.1,H4HKXB,-
CM014236.1-MQHOI4,Deltaretrovirus,Bovine Leukemia virus,BLV,Rhinolophus_ferrumequinum,POL,CM014236.1,MQHOI4,-
CM014230.1-OHTS1F,Deltaretrovirus,Bovine Leukemia virus,BLV,Rhinolophus_ferrumequinum,POL,CM014230.1,OHTS1F,-
CM014230.1-3VUYK8,Deltaretrovirus,Bovine Leukemia virus,BLV,Rhinolophus_ferrumequinum,POL,CM014230.1,3VUYK8,-
CM014236.1-KUAULW,Deltaretrovirus,Bovine Leukemia virus,BLV,Rhinolophus_ferrumequinum,POL,CM014236.1,KUAULW,-
CM014230.1-ECH8O1,Deltaretrovirus,Bovine Leukemia virus,BLV,Rhinolophus_ferrumequinum,POL,CM014230.1,ECH8O1,-
CM014230.1-9CM4PV,Deltaretrovirus,Bovine Leukemia virus,BLV,Rhinolophus_ferrumequinum,POL,CM014230.1,9CM4PV,-
CM014230.1-FM8M8G,Deltaretrovirus,Bovine Leukemia virus,BLV,Rhinolophus_ferrumequinum,POL,CM014230.1,FM8M8G,-
CM014237.1-RX7JT6,Deltaretrovirus,Bovine Leukemia virus,BLV,Rhinolophus_ferrumequinum,POL,CM014237.1,RX7JT6,-
CM014237.1-ZF31NT,Deltaretrovirus,Bovine Leukemia virus,BLV,Rhinolophus_ferrumequinum,POL,CM014237.1,ZF31NT,-
CM014229.1-B8JSS1,Deltaretrovirus,Bovine Leukemia virus,BLV,Rhinolophus_ferrumequinum,POL,CM014229.1,B8JSS1,+
CM014237.1-RXNXNP,Deltaretrovirus,Bovine Leukemia virus,BLV,Rhinolophus_ferrumequinum,POL,CM014237.1,RXNXNP,-
CM014236.1-8477H3,Deltaretrovirus,Bovine Leukemia virus,BLV,Rhinolophus_ferrumequinum,POL,CM014236.1,8477H3,+
CM014237.1-9DW9ID,Deltaretrovirus,Bovine Leukemia virus,BLV,Rhinolophus_ferrumequinum,POL,CM014237.1,9DW9ID,-
CM014237.1-CERV95,Deltaretrovirus,Bovine Leukemia virus,BLV,Rhinolophus_ferrumequinum,POL,CM014237.1,CERV95,-
CM014237.1-IPQKRG,Deltaretrovirus,Bovine Leukemia virus,BLV,Rhinolophus_ferrumequinum,POL,CM014237.1,IPQKRG,-
CM014237.1-OBSCEO,Deltaretrovirus,Bovine Leukemia virus,BLV,Rhinolophus_ferrumequinum,POL,CM014237.1,OBSCEO,-
CM014237.1-OQC5ZC,Deltaretrovirus,Bovine Leukemia virus,BLV,Rhinolophus_ferrumequinum,POL,CM014237.1,OQC5ZC,-
CM014237.1-88WM6F,Deltaretrovirus,Bovine Leukemia virus,BLV,Rhinolophus_ferrumequinum,POL,CM014237.1,88WM6F,-
CM014237.1-26TRW1,Deltaretrovirus,Bovine Leukemia virus,BLV,Rhinolophus_ferrumequinum,POL,CM014237.1,26TRW1,-
CM014237.1-T3QZCA,Deltaretrovirus,Bovine Leukemia virus,BLV,Rhinolophus_ferrumequinum,POL,CM014237.1,T3QZCA,-
CM014237.1-TLUE7I,Deltaretrovirus,Bovine Leukemia virus,BLV,Rhinolophus_ferrumequinum,POL,CM014237.1,TLUE7I,-
CM014237.1-V24T3J,Deltaretrovirus,Bovine Leukemia virus,BLV,Rhinolophus_ferrumequinum,POL,CM014237.1,V24T3J,+
CM014237.1-AR5N84,Deltaretrovirus,Bovine Leukemia virus,BLV,Rhinolophus_ferrumequinum,POL,CM014237.1,AR5N84,+
CM014237.1-JA4HLJ,Deltaretrovirus,Bovine Leukemia virus,BLV,Rhinolophus_ferrumequinum,POL,CM014237.1,JA4HLJ,+
CM014237.1-SE6L9C,Deltaretrovirus,Bovine Leukemia virus,BLV,Rhinolophus_ferrumequinum,POL,CM014237.1,SE6L9C,+
CM014237.1-OHJS9J,Deltaretrovirus,Bovine Leukemia virus,BLV,Rhinolophus_ferrumequinum,POL,CM014237.1,OHJS9J,+
CM014248.1-897ELP,Deltaretrovirus,Bovine Leukemia virus,BLV,Rhinolophus_ferrumequinum,POL,CM014248.1,897ELP,-
CM014248.1-OV3NJJ,Deltaretrovirus,Bovine Leukemia virus,BLV,Rhinolophus_ferrumequinum,POL,CM014248.1,OV3NJJ,-
CM014248.1-3597LV,Deltaretrovirus,Bovine Leukemia virus,BLV,Rhinolophus_ferrumequinum,POL,CM014248.1,3597LV,-
CM014248.1-WBY15C,Deltaretrovirus,Bovine Leukemia virus,BLV,Rhinolophus_ferrumequinum,POL,CM014248.1,WBY15C,-
CM014250.1-ECIIWQ,Deltaretrovirus,Bovine Leukemia virus,BLV,Rhinolophus_ferrumequinum,POL,CM014250.1,ECIIWQ,-
CM014229.1-E2YB6N,Deltaretrovirus,Bovine Leukemia virus,BLV,Rhinolophus_ferrumequinum,POL,CM014229.1,E2YB6N,-
CM014250.1-YXLC5A,Deltaretrovirus,Bovine Leukemia virus,BLV,Rhinolophus_ferrumequinum,POL,CM014250.1,YXLC5A,-
CM014248.1-EMP9RR,Deltaretrovirus,Bovine Leukemia virus,BLV,Rhinolophus_ferrumequinum,POL,CM014248.1,EMP9RR,-
CM014248.1-NZRZUA,Deltaretrovirus,Bovine Leukemia virus,BLV,Rhinolophus_ferrumequinum,POL,CM014248.1,NZRZUA,-
CM014248.1-9M2K30,Deltaretrovirus,Bovine Leukemia virus,BLV,Rhinolophus_ferrumequinum,POL,CM014248.1,9M2K30,-
CM014248.1-9TNL0D,Deltaretrovirus,Bovine Leukemia virus,BLV,Rhinolophus_ferrumequinum,POL,CM014248.1,9TNL0D,-
CM014248.1-ENAIAM,Deltaretrovirus,Bovine Leukemia virus,BLV,Rhinolophus_ferrumequinum,POL,CM014248.1,ENAIAM,+
CM014248.1-ZW5AVJ,Deltaretrovirus,Bovine Leukemia virus,BLV,Rhinolophus_ferrumequinum,POL,CM014248.1,ZW5AVJ,+
CM014248.1-85AHM6,Deltaretrovirus,Bovine Leukemia virus,BLV,Rhinolophus_ferrumequinum,POL,CM014248.1,85AHM6,+
CM014248.1-L8EXH7,Deltaretrovirus,Bovine Leukemia virus,BLV,Rhinolophus_ferrumequinum,POL,CM014248.1,L8EXH7,+
CM014248.1-P2M7UU,Deltaretrovirus,Bovine Leukemia virus,BLV,Rhinolophus_ferrumequinum,POL,CM014248.1,P2M7UU,+
CM014248.1-L4EZI4,Deltaretrovirus,Bovine Leukemia virus,BLV,Rhinolophus_ferrumequinum,POL,CM014248.1,L4EZI4,+
CM014248.1-RRDMNO,Deltaretrovirus,Bovine Leukemia virus,BLV,Rhinolophus_ferrumequinum,POL,CM014248.1,RRDMNO,+
CM014248.1-JWYVV0,Deltaretrovirus,Bovine Leukemia virus,BLV,Rhinolophus_ferrumequinum,POL,CM014248.1,JWYVV0,+
CM014248.1-H66MTZ,Deltaretrovirus,Bovine Leukemia virus,BLV,Rhinolophus_ferrumequinum,POL,CM014248.1,H66MTZ,+
CM014241.1-4Y97IF,Deltaretrovirus,Bovine Leukemia virus,BLV,Rhinolophus_ferrumequinum,POL,CM014241.1,4Y97IF,-
CM014241.1-SFY9EK,Deltaretrovirus,Bovine Leukemia virus,BLV,Rhinolophus_ferrumequinum,POL,CM014241.1,SFY9EK,-
CM014241.1-QT9FV4,Deltaretrovirus,Bovine Leukemia virus,BLV,Rhinolophus_ferrumequinum,POL,CM014241.1,QT9FV4,-
CM014241.1-KS7VBJ,Deltaretrovirus,Bovine Leukemia virus,BLV,Rhinolophus_ferrumequinum,POL,CM014241.1,KS7VBJ,-
CM014241.1-ZUUN2H,Deltaretrovirus,Bovine Leukemia virus,BLV,Rhinolophus_ferrumequinum,POL,CM014241.1,ZUUN2H,-
CM014241.1-F54VCE,Deltaretrovirus,Bovine Leukemia virus,BLV,Rhinolophus_ferrumequinum,POL,CM014241.1,F54VCE,-
CM014241.1-8ZJW43,Deltaretrovirus,Bovine Leukemia virus,BLV,Rhinolophus_ferrumequinum,POL,CM014241.1,8ZJW43,-
CM014241.1-2WDUGL,Deltaretrovirus,Bovine Leukemia virus,BLV,Rhinolophus_ferrumequinum,POL,CM014241.1,2WDUGL,+
CM014241.1-QGUDLQ,Deltaretrovirus,Bovine Leukemia virus,BLV,Rhinolophus_ferrumequinum,POL,CM014241.1,QGUDLQ,+
CM014241.1-06M558,Deltaretrovirus,Bovine Leukemia virus,BLV,Rhinolophus_ferrumequinum,POL,CM014241.1,06M558,+
CM014247.1-RH2TRF,Deltaretrovirus,Bovine Leukemia virus,BLV,Rhinolophus_ferrumequinum,POL,CM014247.1,RH2TRF,+
CM014247.1-ZPC4ND,Deltaretrovirus,Bovine Leukemia virus,BLV,Rhinolophus_ferrumequinum,POL,CM014247.1,ZPC4ND,+
CM014247.1-W0648I,Deltaretrovirus,Bovine Leukemia virus,BLV,Rhinolophus_ferrumequinum,POL,CM014247.1,W0648I,+
CM014247.1-PJDBGO,Deltaretrovirus,Bovine Leukemia virus,BLV,Rhinolophus_ferrumequinum,POL,CM014247.1,PJDBGO,+
CM014247.1-WFWY3X,Deltaretrovirus,Bovine Leukemia virus,BLV,Rhinolophus_ferrumequinum,POL,CM014247.1,WFWY3X,+
CM014247.1-8HXKP3,Deltaretrovirus,Bovine Leukemia virus,BLV,Rhinolophus_ferrumequinum,POL,CM014247.1,8HXKP3,+
CM014247.1-YD3KVZ,Deltaretrovirus,Bovine Leukemia virus,BLV,Rhinolophus_ferrumequinum,POL,CM014247.1,YD3KVZ,+
CM014247.1-43V6HQ,Deltaretrovirus,Bovine Leukemia virus,BLV,Rhinolophus_ferrumequinum,POL,CM014247.1,43V6HQ,+
CM014247.1-05C58R,Deltaretrovirus,Bovine Leukemia virus,BLV,Rhinolophus_ferrumequinum,POL,CM014247.1,05C58R,+
CM014247.1-1Z7O8P,Deltaretrovirus,Bovine Leukemia virus,BLV,Rhinolophus_ferrumequinum,POL,CM014247.1,1Z7O8P,+
CM014247.1-T8GHZF,Deltaretrovirus,Bovine Leukemia virus,BLV,Rhinolophus_ferrumequinum,POL,CM014247.1,T8GHZF,-
CM014247.1-YC83U9,Deltaretrovirus,Bovine Leukemia virus,BLV,Rhinolophus_ferrumequinum,POL,CM014247.1,YC83U9,-
CM014247.1-O78OKI,Deltaretrovirus,Bovine Leukemia virus,BLV,Rhinolophus_ferrumequinum,POL,CM014247.1,O78OKI,-
CM014247.1-E1VVP3,Deltaretrovirus,Bovine Leukemia virus,BLV,Rhinolophus_ferrumequinum,POL,CM014247.1,E1VVP3,-
CM014247.1-GO8C0Y,Deltaretrovirus,Bovine Leukemia virus,BLV,Rhinolophus_ferrumequinum,POL,CM014247.1,GO8C0Y,-
CM014247.1-XT776U,Deltaretrovirus,Bovine Leukemia virus,BLV,Rhinolophus_ferrumequinum,POL,CM014247.1,XT776U,-
CM014247.1-LHBIG7,Deltaretrovirus,Bovine Leukemia virus,BLV,Rhinolophus_ferrumequinum,POL,CM014247.1,LHBIG7,-
RXPC01000118.1-XKF9Y4,Deltaretrovirus,Bovine Leukemia virus,BLV,Rhinolophus_ferrumequinum,POL,RXPC01000118.1,XKF9Y4,+
RXPC01000118.1-FXGY1X,Deltaretrovirus,Bovine Leukemia virus,BLV,Rhinolophus_ferrumequinum,POL,RXPC01000118.1,FXGY1X,+
CM014245.1-ADFVX9,Deltaretrovirus,Bovine Leukemia virus,BLV,Rhinolophus_ferrumequinum,POL,CM014245.1,ADFVX9,-
CM014245.1-VEWW2T,Deltaretrovirus,Bovine Leukemia virus,BLV,Rhinolophus_ferrumequinum,POL,CM014245.1,VEWW2T,-
CM014245.1-NUPIW8,Deltaretrovirus,Bovine Leukemia virus,BLV,Rhinolophus_ferrumequinum,POL,CM014245.1,NUPIW8,-
CM014245.1-DGU80Z,Deltaretrovirus,Bovine Leukemia virus,BLV,Rhinolophus_ferrumequinum,POL,CM014245.1,DGU80Z,-
CM014245.1-MRGC9O,Deltaretrovirus,Bovine Leukemia virus,BLV,Rhinolophus_ferrumequinum,POL,CM014245.1,MRGC9O,-
CM014245.1-9VUMJO,Deltaretrovirus,Bovine Leukemia virus,BLV,Rhinolophus_ferrumequinum,POL,CM014245.1,9VUMJO,-
CM014245.1-DEUPRQ,Deltaretrovirus,Bovine Leukemia virus,BLV,Rhinolophus_ferrumequinum,POL,CM014245.1,DEUPRQ,+
CM014245.1-I0W71Y,Deltaretrovirus,Bovine Leukemia virus,BLV,Rhinolophus_ferrumequinum,POL,CM014245.1,I0W71Y,+
CM014245.1-P95FJG,Deltaretrovirus,Bovine Leukemia virus,BLV,Rhinolophus_ferrumequinum,POL,CM014245.1,P95FJG,+
CM014245.1-75VA6A,Deltaretrovirus,Bovine Leukemia virus,BLV,Rhinolophus_ferrumequinum,POL,CM014245.1,75VA6A,+
CM014235.1-X4FIYE,Deltaretrovirus,Bovine Leukemia virus,BLV,Rhinolophus_ferrumequinum,POL,CM014235.1,X4FIYE,-
CM014235.1-UCHJJF,Deltaretrovirus,Bovine Leukemia virus,BLV,Rhinolophus_ferrumequinum,POL,CM014235.1,UCHJJF,-
CM014235.1-F0S5YW,Deltaretrovirus,Bovine Leukemia virus,BLV,Rhinolophus_ferrumequinum,POL,CM014235.1,F0S5YW,+
CM014235.1-YLR4Z6,Deltaretrovirus,Bovine Leukemia virus,BLV,Rhinolophus_ferrumequinum,POL,CM014235.1,YLR4Z6,+
CM014239.1-337T2H,Deltaretrovirus,Bovine Leukemia virus,BLV,Rhinolophus_ferrumequinum,POL,CM014239.1,337T2H,+
CM014231.1-Z6ALFI,Deltaretrovirus,Bovine Leukemia virus,BLV,Rhinolophus_ferrumequinum,POL,CM014231.1,Z6ALFI,+
CM014231.1-WIHB3C,Deltaretrovirus,Bovine Leukemia virus,BLV,Rhinolophus_ferrumequinum,POL,CM014231.1,WIHB3C,+
CM014231.1-83OKKZ,Deltaretrovirus,Bovine Leukemia virus,BLV,Rhinolophus_ferrumequinum,POL,CM014231.1,83OKKZ,+
CM014231.1-O2LELA,Deltaretrovirus,Bovine Leukemia virus,BLV,Rhinolophus_ferrumequinum,POL,CM014231.1,O2LELA,+
CM014231.1-I3JRQV,Deltaretrovirus,Bovine Leukemia virus,BLV,Rhinolophus_ferrumequinum,POL,CM014231.1,I3JRQV,+
CM014231.1-4WNAYR,Deltaretrovirus,Bovine Leukemia virus,BLV,Rhinolophus_ferrumequinum,POL,CM014231.1,4WNAYR,+
CM014231.1-NG3EZV,Deltaretrovirus,Bovine Leukemia virus,BLV,Rhinolophus_ferrumequinum,POL,CM014231.1,NG3EZV,-
CM014231.1-ECR0ST,Deltaretrovirus,Bovine Leukemia virus,BLV,Rhinolophus_ferrumequinum,POL,CM014231.1,ECR0ST,-
CM014239.1-50J4E7,Deltaretrovirus,Bovine Leukemia virus,BLV,Rhinolophus_ferrumequinum,POL,CM014239.1,50J4E7,+
CM014231.1-5V8FYE,Deltaretrovirus,Bovine Leukemia virus,BLV,Rhinolophus_ferrumequinum,POL,CM014231.1,5V8FYE,-
CM014240.1-6TOZF6,Deltaretrovirus,Bovine Leukemia virus,BLV,Rhinolophus_ferrumequinum,POL,CM014240.1,6TOZF6,+
CM014240.1-3IJAE4,Deltaretrovirus,Bovine Leukemia virus,BLV,Rhinolophus_ferrumequinum,POL,CM014240.1,3IJAE4,+
CM014240.1-5HY1IE,Deltaretrovirus,Bovine Leukemia virus,BLV,Rhinolophus_ferrumequinum,POL,CM014240.1,5HY1IE,+
CM014240.1-NT5TP9,Deltaretrovirus,Bovine Leukemia virus,BLV,Rhinolophus_ferrumequinum,POL,CM014240.1,NT5TP9,+
CM014240.1-X9J5KR,Deltaretrovirus,Bovine Leukemia virus,BLV,Rhinolophus_ferrumequinum,POL,CM014240.1,X9J5KR,+
CM014240.1-AN4NDJ,Deltaretrovirus,Bovine Leukemia virus,BLV,Rhinolophus_ferrumequinum,POL,CM014240.1,AN4NDJ,+
CM014244.1-E7XW7F,Deltaretrovirus,Bovine Leukemia virus,BLV,Rhinolophus_ferrumequinum,POL,CM014244.1,E7XW7F,+
CM014240.1-1KB3R0,Deltaretrovirus,Bovine Leukemia virus,BLV,Rhinolophus_ferrumequinum,POL,CM014240.1,1KB3R0,+
CM014240.1-4IHMKE,Deltaretrovirus,Bovine Leukemia virus,BLV,Rhinolophus_ferrumequinum,POL,CM014240.1,4IHMKE,+
CM014240.1-2EKJRL,Deltaretrovirus,Bovine Leukemia virus,BLV,Rhinolophus_ferrumequinum,POL,CM014240.1,2EKJRL,+
CM014226.1-QLSZ7L,Deltaretrovirus,Bovine Leukemia virus,BLV,Rhinolophus_ferrumequinum,POL,CM014226.1,QLSZ7L,+
CM014240.1-RI3QPF,Deltaretrovirus,Bovine Leukemia virus,BLV,Rhinolophus_ferrumequinum,POL,CM014240.1,RI3QPF,-
CM014240.1-GYMP0S,Deltaretrovirus,Bovine Leukemia virus,BLV,Rhinolophus_ferrumequinum,POL,CM014240.1,GYMP0S,-
CM014240.1-QNQEX8,Deltaretrovirus,Bovine Leukemia virus,BLV,Rhinolophus_ferrumequinum,POL,CM014240.1,QNQEX8,-
CM014240.1-U2LTS4,Deltaretrovirus,Bovine Leukemia virus,BLV,Rhinolophus_ferrumequinum,POL,CM014240.1,U2LTS4,-
CM014240.1-GYZHAI,Deltaretrovirus,Bovine Leukemia virus,BLV,Rhinolophus_ferrumequinum,POL,CM014240.1,GYZHAI,-
CM014240.1-VPFPL4,Deltaretrovirus,Bovine Leukemia virus,BLV,Rhinolophus_ferrumequinum,POL,CM014240.1,VPFPL4,-
CM014226.1-2ZPUVM,Deltaretrovirus,Bovine Leukemia virus,BLV,Rhinolophus_ferrumequinum,POL,CM014226.1,2ZPUVM,+
CM014240.1-6NIZHZ,Deltaretrovirus,Bovine Leukemia virus,BLV,Rhinolophus_ferrumequinum,POL,CM014240.1,6NIZHZ,-
CM014240.1-0DS5K5,Deltaretrovirus,Bovine Leukemia virus,BLV,Rhinolophus_ferrumequinum,POL,CM014240.1,0DS5K5,-
CM014240.1-YP4U5J,Deltaretrovirus,Bovine Leukemia virus,BLV,Rhinolophus_ferrumequinum,POL,CM014240.1,YP4U5J,-
CM014249.1-Z4QX4R,Deltaretrovirus,Bovine Leukemia virus,BLV,Rhinolophus_ferrumequinum,POL,CM014249.1,Z4QX4R,-
CM014249.1-H1F0YK,Deltaretrovirus,Bovine Leukemia virus,BLV,Rhinolophus_ferrumequinum,POL,CM014249.1,H1F0YK,-
CM014249.1-FSD02L,Deltaretrovirus,Bovine Leukemia virus,BLV,Rhinolophus_ferrumequinum,POL,CM014249.1,FSD02L,-
CM014249.1-2WXQ20,Deltaretrovirus,Bovine Leukemia virus,BLV,Rhinolophus_ferrumequinum,POL,CM014249.1,2WXQ20,-
CM014249.1-FBOAF5,Deltaretrovirus,Bovine Leukemia virus,BLV,Rhinolophus_ferrumequinum,POL,CM014249.1,FBOAF5,-
CM014249.1-XJLDG1,Deltaretrovirus,Bovine Leukemia virus,BLV,Rhinolophus_ferrumequinum,POL,CM014249.1,XJLDG1,-
CM014249.1-G7PC1R,Deltaretrovirus,Bovine Leukemia virus,BLV,Rhinolophus_ferrumequinum,POL,CM014249.1,G7PC1R,+
CM014249.1-9KEF8E,Deltaretrovirus,Bovine Leukemia virus,BLV,Rhinolophus_ferrumequinum,POL,CM014249.1,9KEF8E,+
CM014246.1-ZL3WS8,Deltaretrovirus,Bovine Leukemia virus,BLV,Rhinolophus_ferrumequinum,POL,CM014246.1,ZL3WS8,-
CM014246.1-AAP3BF,Deltaretrovirus,Bovine Leukemia virus,BLV,Rhinolophus_ferrumequinum,POL,CM014246.1,AAP3BF,-
CM014246.1-RAHSCT,Deltaretrovirus,Bovine Leukemia virus,BLV,Rhinolophus_ferrumequinum,POL,CM014246.1,RAHSCT,-
CM014246.1-PC5QPP,Deltaretrovirus,Bovine Leukemia virus,BLV,Rhinolophus_ferrumequinum,POL,CM014246.1,PC5QPP,-
CM014246.1-NNM92X,Deltaretrovirus,Bovine Leukemia virus,BLV,Rhinolophus_ferrumequinum,POL,CM014246.1,NNM92X,-
CM014246.1-QMQGPD,Deltaretrovirus,Bovine Leukemia virus,BLV,Rhinolophus_ferrumequinum,POL,CM014246.1,QMQGPD,+
CM014251.1-UHYJUV,Deltaretrovirus,Bovine Leukemia virus,BLV,Rhinolophus_ferrumequinum,POL,CM014251.1,UHYJUV,-
CM014251.1-P76WGG,Deltaretrovirus,Bovine Leukemia virus,BLV,Rhinolophus_ferrumequinum,POL,CM014251.1,P76WGG,-
CM014234.1-JEWKVM,Deltaretrovirus,Bovine Leukemia virus,BLV,Rhinolophus_ferrumequinum,POL,CM014234.1,JEWKVM,-
CM014234.1-H2ZOTK,Deltaretrovirus,Bovine Leukemia virus,BLV,Rhinolophus_ferrumequinum,POL,CM014234.1,H2ZOTK,-
CM014234.1-YV7KL7,Deltaretrovirus,Bovine Leukemia virus,BLV,Rhinolophus_ferrumequinum,POL,CM014234.1,YV7KL7,-
CM014234.1-CA66RI,Deltaretrovirus,Bovine Leukemia virus,BLV,Rhinolophus_ferrumequinum,POL,CM014234.1,CA66RI,-
CM014234.1-HXVTF4,Deltaretrovirus,Bovine Leukemia virus,BLV,Rhinolophus_ferrumequinum,POL,CM014234.1,HXVTF4,-
CM014234.1-XVYQGG,Deltaretrovirus,Bovine Leukemia virus,BLV,Rhinolophus_ferrumequinum,POL,CM014234.1,XVYQGG,-
CM014234.1-2WEA98,Deltaretrovirus,Bovine Leukemia virus,BLV,Rhinolophus_ferrumequinum,POL,CM014234.1,2WEA98,-
CM014234.1-TRPV2I,Deltaretrovirus,Bovine Leukemia virus,BLV,Rhinolophus_ferrumequinum,POL,CM014234.1,TRPV2I,-
CM014234.1-HPQNRM,Deltaretrovirus,Bovine Leukemia virus,BLV,Rhinolophus_ferrumequinum,POL,CM014234.1,HPQNRM,-
CM014234.1-DEQYXX,Deltaretrovirus,Bovine Leukemia virus,BLV,Rhinolophus_ferrumequinum,POL,CM014234.1,DEQYXX,-
CM014234.1-G39O1I,Deltaretrovirus,Bovine Leukemia virus,BLV,Rhinolophus_ferrumequinum,POL,CM014234.1,G39O1I,-
CM014234.1-JRRNWS,Deltaretrovirus,Bovine Leukemia virus,BLV,Rhinolophus_ferrumequinum,POL,CM014234.1,JRRNWS,+
CM014226.1-DBTA24,Deltaretrovirus,Bovine Leukemia virus,BLV,Rhinolophus_ferrumequinum,POL,CM014226.1,DBTA24,+
CM014234.1-7CBM1B,Deltaretrovirus,Bovine Leukemia virus,BLV,Rhinolophus_ferrumequinum,POL,CM014234.1,7CBM1B,+
CM014234.1-LJH6JW,Deltaretrovirus,Bovine Leukemia virus,BLV,Rhinolophus_ferrumequinum,POL,CM014234.1,LJH6JW,+
CM014234.1-I3GQA4,Deltaretrovirus,Bovine Leukemia virus,BLV,Rhinolophus_ferrumequinum,POL,CM014234.1,I3GQA4,+
CM014234.1-UM8CKV,Deltaretrovirus,Bovine Leukemia virus,BLV,Rhinolophus_ferrumequinum,POL,CM014234.1,UM8CKV,+
CM014234.1-T3DEHP,Deltaretrovirus,Bovine Leukemia virus,BLV,Rhinolophus_ferrumequinum,POL,CM014234.1,T3DEHP,+
CM014234.1-BJ5E8I,Deltaretrovirus,Bovine Leukemia virus,BLV,Rhinolophus_ferrumequinum,POL,CM014234.1,BJ5E8I,+
CM014234.1-EM7QC6,Deltaretrovirus,Bovine Leukemia virus,BLV,Rhinolophus_ferrumequinum,POL,CM014234.1,EM7QC6,+
CM014228.1-ET9CQC,Deltaretrovirus,Bovine Leukemia virus,BLV,Rhinolophus_ferrumequinum,POL,CM014228.1,ET9CQC,+
CM014228.1-WPQ76W,Deltaretrovirus,Bovine Leukemia virus,BLV,Rhinolophus_ferrumequinum,POL,CM014228.1,WPQ76W,+
CM014228.1-ZF88YN,Deltaretrovirus,Bovine Leukemia virus,BLV,Rhinolophus_ferrumequinum,POL,CM014228.1,ZF88YN,+
CM014228.1-E0RW2E,Deltaretrovirus,Bovine Leukemia virus,BLV,Rhinolophus_ferrumequinum,POL,CM014228.1,E0RW2E,+
CM014228.1-PL4ELR,Deltaretrovirus,Bovine Leukemia virus,BLV,Rhinolophus_ferrumequinum,POL,CM014228.1,PL4ELR,-
CM014228.1-LPY13L,Deltaretrovirus,Bovine Leukemia virus,BLV,Rhinolophus_ferrumequinum,POL,CM014228.1,LPY13L,-
CM014228.1-2L63DE,Deltaretrovirus,Bovine Leukemia virus,BLV,Rhinolophus_ferrumequinum,POL,CM014228.1,2L63DE,-
CM014228.1-305Y5B,Deltaretrovirus,Bovine Leukemia virus,BLV,Rhinolophus_ferrumequinum,POL,CM014228.1,305Y5B,-
CM014232.1-N3BUEX,Deltaretrovirus,Bovine Leukemia virus,BLV,Rhinolophus_ferrumequinum,POL,CM014232.1,N3BUEX,+
CM014232.1-GKLEDC,Deltaretrovirus,Bovine Leukemia virus,BLV,Rhinolophus_ferrumequinum,POL,CM014232.1,GKLEDC,+
CM014232.1-4W0G7G,Deltaretrovirus,Bovine Leukemia virus,BLV,Rhinolophus_ferrumequinum,POL,CM014232.1,4W0G7G,+
CM014232.1-22KYAZ,Deltaretrovirus,Bovine Leukemia virus,BLV,Rhinolophus_ferrumequinum,POL,CM014232.1,22KYAZ,+
CM014232.1-R5KCSA,Deltaretrovirus,Bovine Leukemia virus,BLV,Rhinolophus_ferrumequinum,POL,CM014232.1,R5KCSA,+
CM014232.1-ZW9T0C,Deltaretrovirus,Bovine Leukemia virus,BLV,Rhinolophus_ferrumequinum,POL,CM014232.1,ZW9T0C,+
CM014232.1-4H2EKP,Deltaretrovirus,Bovine Leukemia virus,BLV,Rhinolophus_ferrumequinum,POL,CM014232.1,4H2EKP,+
CM014232.1-XHOG1S,Deltaretrovirus,Bovine Leukemia virus,BLV,Rhinolophus_ferrumequinum,POL,CM014232.1,XHOG1S,+
CM014232.1-AIK98H,Deltaretrovirus,Bovine Leukemia virus,BLV,Rhinolophus_ferrumequinum,POL,CM014232.1,AIK98H,+
CM014232.1-9GAVWM,Deltaretrovirus,Bovine Leukemia virus,BLV,Rhinolophus_ferrumequinum,POL,CM014232.1,9GAVWM,-
CM014232.1-6DIDBX,Deltaretrovirus,Bovine Leukemia virus,BLV,Rhinolophus_ferrumequinum,POL,CM014232.1,6DIDBX,-
CM014232.1-REA7WN,Deltaretrovirus,Bovine Leukemia virus,BLV,Rhinolophus_ferrumequinum,POL,CM014232.1,REA7WN,-
CM014232.1-8MVXJ3,Deltaretrovirus,Bovine Leukemia virus,BLV,Rhinolophus_ferrumequinum,POL,CM014232.1,8MVXJ3,-
CM014232.1-KVM1HB,Deltaretrovirus,Bovine Leukemia virus,BLV,Rhinolophus_ferrumequinum,POL,CM014232.1,KVM1HB,-
CM014232.1-8HACKE,Deltaretrovirus,Bovine Leukemia virus,BLV,Rhinolophus_ferrumequinum,POL,CM014232.1,8HACKE,-
